Lineup 1,Team 1,GP 1,MIN 1,OFFRTG 1,DEFRTG 1,NETRTG 1,Lineup 2,Team 2,GP 2,MIN 2,OFFRTG 2,DEFRTG 2,NETRTG 2,Common Players,Player Removed,Player Added,OFFRTG Difference,DEFRTG Difference,NETRTG Difference,Substituted Minutes
N. Jokić - J. Murray - M. Porter Jr. - C. Braun - P. Watson,DEN,12,156,128.6,115.5,13.1,R. Westbrook - N. Jokić - M. Porter Jr. - C. Braun - P. Watson,DEN,24,104,118.3,112.1,6.1,"P. Watson, N. Jokić, M. Porter Jr., C. Braun",J. Murray,R. Westbrook,-10.299999999999997,-3.4000000000000057,-7.0,52
N. Jokić - J. Murray - M. Porter Jr. - C. Braun - P. Watson,DEN,12,156,128.6,115.5,13.1,R. Westbrook - N. Jokić - J. Murray - M. Porter Jr. - P. Watson,DEN,11,40,129.4,85.0,44.4,"J. Murray, P. Watson, N. Jokić, M. Porter Jr.",C. Braun,R. Westbrook,0.8000000000000114,-30.5,31.299999999999997,116
N. Jokić - J. Murray - M. Porter Jr. - C. Braun - P. Watson,DEN,12,156,128.6,115.5,13.1,N. Jokić - J. Murray - J. Strawther - C. Braun - P. Watson,DEN,15,39,118.9,132.2,-13.3,"J. Murray, P. Watson, N. Jokić, C. Braun",M. Porter Jr.,J. Strawther,-9.699999999999989,16.69999999999999,-26.4,117
N. Jokić - J. Murray - M. Porter Jr. - C. Braun - P. Watson,DEN,12,156,128.6,115.5,13.1,D. Šarić - J. Murray - M. Porter Jr. - C. Braun - P. Watson,DEN,3,38,89.0,77.5,11.5,"J. Murray, P. Watson, M. Porter Jr., C. Braun",N. Jokić,D. Šarić,-39.599999999999994,-38.0,-1.5999999999999996,118
N. Jokić - J. Murray - M. Porter Jr. - C. Braun - P. Watson,DEN,12,156,128.6,115.5,13.1,R. Westbrook - N. Jokić - J. Murray - C. Braun - P. Watson,DEN,13,27,130.6,117.5,13.2,"J. Murray, P. Watson, N. Jokić, C. Braun",M. Porter Jr.,R. Westbrook,2.0,2.0,0.09999999999999964,129
B. Lopez - D. Lillard - G. Antetokounmpo - T. Prince - G. Trent Jr.,MIL,21,153,117.0,117.3,-0.3,B. Lopez - D. Lillard - G. Antetokounmpo - T. Prince - A. Green,MIL,17,74,115.6,89.4,26.3,"B. Lopez, T. Prince, G. Antetokounmpo, D. Lillard",G. Trent Jr.,A. Green,-1.4000000000000057,-27.89999999999999,26.6,79
B. Lopez - D. Lillard - G. Antetokounmpo - T. Prince - G. Trent Jr.,MIL,21,153,117.0,117.3,-0.3,B. Lopez - D. Lillard - B. Portis - T. Prince - G. Trent Jr.,MIL,15,67,110.6,114.1,-3.5,"G. Trent Jr., T. Prince, B. Lopez, D. Lillard",G. Antetokounmpo,B. Portis,-6.400000000000006,-3.200000000000003,-3.2,86
B. Lopez - D. Lillard - G. Antetokounmpo - T. Prince - G. Trent Jr.,MIL,21,153,117.0,117.3,-0.3,B. Lopez - D. Lillard - K. Middleton - G. Antetokounmpo - G. Trent Jr.,MIL,7,28,112.1,89.1,23.1,"G. Trent Jr., B. Lopez, G. Antetokounmpo, D. Lillard",T. Prince,K. Middleton,-4.900000000000006,-28.200000000000003,23.400000000000002,125
J. Harden - K. Dunn - I. Zubac - D. Jones Jr. - A. Coffey,LAC,15,152,108.7,103.9,4.8,J. Harden - N. Powell - I. Zubac - D. Jones Jr. - A. Coffey,LAC,19,85,112.2,106.5,5.7,"D. Jones Jr., J. Harden, I. Zubac, A. Coffey",K. Dunn,N. Powell,3.5,2.5999999999999943,0.9000000000000004,67
J. Harden - K. Dunn - I. Zubac - D. Jones Jr. - A. Coffey,LAC,15,152,108.7,103.9,4.8,J. Harden - N. Powell - K. Dunn - I. Zubac - A. Coffey,LAC,14,57,135.8,94.3,41.6,"J. Harden, K. Dunn, I. Zubac, A. Coffey",D. Jones Jr.,N. Powell,27.10000000000001,-9.600000000000009,36.800000000000004,95
K. Caldwell-Pope - G. Bitadze - F. Wagner - J. Suggs - T. da Silva,ORL,13,152,108.2,110.0,-1.7,K. Caldwell-Pope - W. Carter Jr. - G. Bitadze - J. Suggs - T. da Silva,ORL,6,83,103.0,105.6,-2.5,"K. Caldwell-Pope, J. Suggs, G. Bitadze, T. da Silva",F. Wagner,W. Carter Jr.,-5.200000000000003,-4.400000000000006,-0.8,69
K. Caldwell-Pope - G. Bitadze - F. Wagner - J. Suggs - T. da Silva,ORL,13,152,108.2,110.0,-1.7,K. Caldwell-Pope - W. Carter Jr. - G. Bitadze - F. Wagner - J. Suggs,ORL,5,75,129.3,97.3,31.9,"F. Wagner, K. Caldwell-Pope, J. Suggs, G. Bitadze",T. da Silva,W. Carter Jr.,21.10000000000001,-12.700000000000003,33.6,77
K. Caldwell-Pope - G. Bitadze - F. Wagner - J. Suggs - T. da Silva,ORL,13,152,108.2,110.0,-1.7,K. Caldwell-Pope - G. Bitadze - F. Wagner - A. Black - T. da Silva,ORL,11,42,113.3,84.1,29.1,"F. Wagner, K. Caldwell-Pope, G. Bitadze, T. da Silva",J. Suggs,A. Black,5.099999999999994,-25.900000000000006,30.8,110
K. Caldwell-Pope - G. Bitadze - F. Wagner - J. Suggs - T. da Silva,ORL,13,152,108.2,110.0,-1.7,K. Caldwell-Pope - G. Bitadze - T. Queen - J. Suggs - T. da Silva,ORL,2,39,101.2,82.1,19.1,"K. Caldwell-Pope, J. Suggs, G. Bitadze, T. da Silva",F. Wagner,T. Queen,-7.0,-27.900000000000006,20.8,113
D. Mitchell - J. Allen - D. Garland - I. Okoro - E. Mobley,CLE,15,148,125.6,114.2,11.4,C. LeVert - D. Mitchell - J. Allen - D. Garland - E. Mobley,CLE,21,82,121.9,101.1,20.8,"D. Mitchell, E. Mobley, J. Allen, D. Garland",I. Okoro,C. LeVert,-3.6999999999999886,-13.100000000000009,9.4,66
D. Mitchell - J. Allen - D. Garland - I. Okoro - E. Mobley,CLE,15,148,125.6,114.2,11.4,D. Mitchell - J. Allen - M. Strus - D. Garland - E. Mobley,CLE,5,48,125.7,106.8,18.9,"D. Mitchell, E. Mobley, J. Allen, D. Garland",I. Okoro,M. Strus,0.10000000000000853,-7.400000000000006,7.499999999999998,100
T. Harris - T. Hardaway Jr. - M. Beasley - C. Cunningham - J. Duren,DET,32,140,108.7,116.6,-7.9,T. Harris - M. Beasley - C. Cunningham - J. Ivey - J. Duren,DET,15,62,111.0,95.7,15.4,"J. Duren, C. Cunningham, T. Harris, M. Beasley",T. Hardaway Jr.,J. Ivey,2.299999999999997,-20.89999999999999,23.3,78
T. Harris - T. Hardaway Jr. - M. Beasley - C. Cunningham - J. Duren,DET,32,140,108.7,116.6,-7.9,T. Harris - T. Hardaway Jr. - M. Beasley - I. Stewart - C. Cunningham,DET,23,61,100.0,91.7,8.3,"C. Cunningham, T. Hardaway Jr., T. Harris, M. Beasley",J. Duren,I. Stewart,-8.700000000000003,-24.89999999999999,16.200000000000003,79
T. Harris - T. Hardaway Jr. - M. Beasley - C. Cunningham - J. Duren,DET,32,140,108.7,116.6,-7.9,T. Harris - T. Hardaway Jr. - M. Beasley - J. Ivey - J. Duren,DET,7,52,103.8,124.5,-20.7,"J. Duren, T. Hardaway Jr., T. Harris, M. Beasley",C. Cunningham,J. Ivey,-4.900000000000006,7.900000000000006,-12.799999999999999,88
T. Harris - T. Hardaway Jr. - M. Beasley - C. Cunningham - J. Duren,DET,32,140,108.7,116.6,-7.9,T. Harris - M. Beasley - C. Cunningham - J. Duren - S. Fontecchio,DET,9,26,126.6,85.0,41.6,"J. Duren, C. Cunningham, T. Harris, M. Beasley",T. Hardaway Jr.,S. Fontecchio,17.89999999999999,-31.599999999999994,49.5,114
C. Paul - H. Barnes - D. Vassell - J. Sochan - V. Wembanyama,SAS,12,136,116.3,100.0,16.3,C. Paul - H. Barnes - J. Champagnie - J. Sochan - V. Wembanyama,SAS,13,100,102.9,108.3,-5.4,"J. Sochan, V. Wembanyama, C. Paul, H. Barnes",D. Vassell,J. Champagnie,-13.399999999999991,8.299999999999997,-21.700000000000003,36
C. Paul - H. Barnes - D. Vassell - J. Sochan - V. Wembanyama,SAS,12,136,116.3,100.0,16.3,C. Paul - H. Barnes - K. Johnson - J. Sochan - V. Wembanyama,SAS,7,29,116.4,91.9,24.5,"J. Sochan, V. Wembanyama, C. Paul, H. Barnes",D. Vassell,K. Johnson,0.10000000000000853,-8.099999999999994,8.2,107
J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,MIN,34,135,125.6,107.3,18.3,R. Gobert - D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,MIN,31,89,98.0,87.8,10.2,"A. Edwards, N. Alexander-Walker, D. DiVincenzo, N. Reid",J. Randle,R. Gobert,-27.599999999999994,-19.5,-8.100000000000001,46
J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,MIN,34,135,125.6,107.3,18.3,J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - J. Minott,MIN,14,66,119.2,102.7,16.5,"J. Randle, N. Alexander-Walker, D. DiVincenzo, N. Reid",A. Edwards,J. Minott,-6.3999999999999915,-4.599999999999994,-1.8000000000000007,69
J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,MIN,34,135,125.6,107.3,18.3,J. Randle - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,MIN,21,65,103.7,103.5,0.2,"J. Randle, A. Edwards, D. DiVincenzo, N. Reid",N. Alexander-Walker,J. McDaniels,-21.89999999999999,-3.799999999999997,-18.1,70
J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,MIN,34,135,125.6,107.3,18.3,J. Randle - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,25,65,102.2,110.2,-8.0,"J. Randle, N. Alexander-Walker, A. Edwards, N. Reid",D. DiVincenzo,J. McDaniels,-23.39999999999999,2.9000000000000057,-26.3,70
J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,MIN,34,135,125.6,107.3,18.3,M. Conley - J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid,MIN,10,30,93.0,121.3,-28.3,"J. Randle, N. Alexander-Walker, D. DiVincenzo, N. Reid",A. Edwards,M. Conley,-32.599999999999994,14.0,-46.6,105
J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,MIN,34,135,125.6,107.3,18.3,J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - J. McDaniels,MIN,13,27,96.4,94.3,2.0,"J. Randle, N. Alexander-Walker, D. DiVincenzo, N. Reid",A. Edwards,J. McDaniels,-29.19999999999999,-13.0,-16.3,108
A. Simons - D. Ayton - D. Avdija - S. Sharpe - T. Camara,POR,10,134,113.3,111.4,2.0,J. Grant - A. Simons - D. Ayton - S. Sharpe - T. Camara,POR,10,126,93.7,123.6,-29.9,"S. Sharpe, A. Simons, T. Camara, D. Ayton",D. Avdija,J. Grant,-19.599999999999994,12.199999999999989,-31.9,8
A. Simons - D. Ayton - D. Avdija - S. Sharpe - T. Camara,POR,10,134,113.3,111.4,2.0,D. Ayton - D. Avdija - S. Henderson - S. Sharpe - T. Camara,POR,10,58,116.1,117.4,-1.2,"D. Avdija, T. Camara, S. Sharpe, D. Ayton",A. Simons,S. Henderson,2.799999999999997,6.0,-3.2,76
A. Simons - D. Ayton - D. Avdija - S. Sharpe - T. Camara,POR,10,134,113.3,111.4,2.0,A. Simons - D. Ayton - D. Avdija - S. Henderson - T. Camara,POR,14,49,116.2,97.1,19.1,"D. Avdija, A. Simons, T. Camara, D. Ayton",S. Sharpe,S. Henderson,2.9000000000000057,-14.300000000000011,17.1,85
A. Simons - D. Ayton - D. Avdija - S. Sharpe - T. Camara,POR,10,134,113.3,111.4,2.0,A. Simons - D. Ayton - S. Henderson - S. Sharpe - T. Camara,POR,5,28,101.6,158.3,-56.7,"S. Sharpe, A. Simons, T. Camara, D. Ayton",D. Avdija,S. Henderson,-11.700000000000003,46.900000000000006,-58.7,106
A. Simons - D. Ayton - D. Avdija - S. Sharpe - T. Camara,POR,10,134,113.3,111.4,2.0,J. Grant - A. Simons - D. Avdija - S. Sharpe - T. Camara,POR,7,26,123.5,111.3,12.2,"D. Avdija, A. Simons, T. Camara, S. Sharpe",D. Ayton,J. Grant,10.200000000000003,-0.10000000000000853,10.2,108
A. Simons - D. Ayton - D. Avdija - S. Sharpe - T. Camara,POR,10,134,113.3,111.4,2.0,J. Grant - A. Simons - D. Ayton - D. Avdija - S. Sharpe,POR,4,26,122.2,140.0,-17.8,"D. Avdija, A. Simons, D. Ayton, S. Sharpe",T. Camara,J. Grant,8.900000000000006,28.599999999999994,-19.8,108
D. DeRozan - D. Sabonis - M. Monk - K. Murray - K. Ellis,SAC,22,126,123.8,101.2,22.7,D. DeRozan - D. Sabonis - D. Fox - K. Murray - K. Ellis,SAC,16,80,130.2,109.8,20.4,"K. Ellis, D. DeRozan, D. Sabonis, K. Murray",M. Monk,D. Fox,6.3999999999999915,8.599999999999994,-2.3000000000000007,46
D. DeRozan - D. Sabonis - M. Monk - K. Murray - K. Ellis,SAC,22,126,123.8,101.2,22.7,D. DeRozan - D. Sabonis - D. Fox - M. Monk - K. Ellis,SAC,12,69,130.4,113.1,17.3,"K. Ellis, D. DeRozan, D. Sabonis, M. Monk",K. Murray,D. Fox,6.6000000000000085,11.899999999999991,-5.399999999999999,57
D. DeRozan - D. Sabonis - M. Monk - K. Murray - K. Ellis,SAC,22,126,123.8,101.2,22.7,D. DeRozan - D. Sabonis - M. Monk - K. Huerter - K. Ellis,SAC,11,48,122.2,102.9,19.3,"K. Ellis, D. DeRozan, D. Sabonis, M. Monk",K. Murray,K. Huerter,-1.5999999999999943,1.7000000000000028,-3.3999999999999986,78
D. DeRozan - D. Sabonis - M. Monk - K. Murray - K. Ellis,SAC,22,126,123.8,101.2,22.7,D. DeRozan - D. Sabonis - M. Monk - K. Huerter - K. Murray,SAC,13,29,109.5,95.2,14.3,"D. DeRozan, D. Sabonis, K. Murray, M. Monk",K. Ellis,K. Huerter,-14.299999999999997,-6.0,-8.399999999999999,97
J. Grant - A. Simons - D. Ayton - S. Sharpe - T. Camara,POR,10,126,93.7,123.6,-29.9,J. Grant - A. Simons - S. Sharpe - T. Camara - D. Clingan,POR,5,34,87.3,86.3,1.0,"S. Sharpe, A. Simons, T. Camara, J. Grant",D. Ayton,D. Clingan,-6.400000000000006,-37.3,30.9,92
J. Grant - A. Simons - D. Ayton - S. Sharpe - T. Camara,POR,10,126,93.7,123.6,-29.9,A. Simons - D. Ayton - S. Henderson - S. Sharpe - T. Camara,POR,5,28,101.6,158.3,-56.7,"S. Sharpe, A. Simons, T. Camara, D. Ayton",J. Grant,S. Henderson,7.8999999999999915,34.70000000000002,-26.800000000000004,98
J. Grant - A. Simons - D. Ayton - S. Sharpe - T. Camara,POR,10,126,93.7,123.6,-29.9,J. Grant - A. Simons - D. Avdija - S. Sharpe - T. Camara,POR,7,26,123.5,111.3,12.2,"S. Sharpe, A. Simons, T. Camara, J. Grant",D. Ayton,D. Avdija,29.799999999999997,-12.299999999999997,42.099999999999994,100
J. Grant - A. Simons - D. Ayton - S. Sharpe - T. Camara,POR,10,126,93.7,123.6,-29.9,J. Grant - A. Simons - D. Ayton - D. Avdija - S. Sharpe,POR,4,26,122.2,140.0,-17.8,"S. Sharpe, A. Simons, D. Ayton, J. Grant",T. Camara,D. Avdija,28.5,16.400000000000006,12.099999999999998,100
J. Poeltl - R. Barrett - D. Mitchell - S. Barnes - G. Dick,TOR,13,126,105.1,113.2,-8.0,J. Poeltl - R. Barrett - I. Quickley - S. Barnes - G. Dick,TOR,5,73,101.3,113.9,-12.7,"G. Dick, S. Barnes, J. Poeltl, R. Barrett",D. Mitchell,I. Quickley,-3.799999999999997,0.7000000000000028,-4.699999999999999,53
J. Poeltl - R. Barrett - D. Mitchell - S. Barnes - G. Dick,TOR,13,126,105.1,113.2,-8.0,J. Poeltl - R. Barrett - O. Agbaji - S. Barnes - G. Dick,TOR,6,56,100.0,119.5,-19.5,"G. Dick, S. Barnes, J. Poeltl, R. Barrett",D. Mitchell,O. Agbaji,-5.099999999999994,6.299999999999997,-11.5,70
J. Poeltl - R. Barrett - D. Mitchell - S. Barnes - G. Dick,TOR,13,126,105.1,113.2,-8.0,J. Poeltl - R. Barrett - O. Agbaji - D. Mitchell - S. Barnes,TOR,10,55,110.0,84.2,25.8,"D. Mitchell, S. Barnes, J. Poeltl, R. Barrett",G. Dick,O. Agbaji,4.900000000000006,-29.0,33.8,71
J. Poeltl - R. Barrett - D. Mitchell - S. Barnes - G. Dick,TOR,13,126,105.1,113.2,-8.0,J. Poeltl - O. Agbaji - D. Mitchell - S. Barnes - G. Dick,TOR,7,52,105.7,109.0,-3.3,"D. Mitchell, S. Barnes, J. Poeltl, G. Dick",R. Barrett,O. Agbaji,0.6000000000000085,-4.200000000000003,4.7,74
O. Anunoby - J. Hart - M. Bridges - J. Brunson - J. Sims,NYK,18,120,105.6,110.0,-4.4,O. Anunoby - J. Hart - M. Bridges - J. Brunson - P. Achiuwa,NYK,19,100,107.1,112.2,-5.1,"J. Hart, J. Brunson, M. Bridges, O. Anunoby",J. Sims,P. Achiuwa,1.5,2.200000000000003,-0.6999999999999993,20
O. Anunoby - J. Hart - M. Bridges - J. Brunson - J. Sims,NYK,18,120,105.6,110.0,-4.4,O. Anunoby - M. Bridges - J. Brunson - M. McBride - J. Sims,NYK,16,67,118.2,94.5,23.7,"J. Sims, J. Brunson, M. Bridges, O. Anunoby",J. Hart,M. McBride,12.600000000000009,-15.5,28.1,53
O. Anunoby - J. Hart - M. Bridges - J. Brunson - J. Sims,NYK,18,120,105.6,110.0,-4.4,J. Hart - M. Bridges - J. Brunson - M. McBride - J. Sims,NYK,11,36,115.7,132.4,-16.7,"J. Hart, J. Brunson, M. Bridges, J. Sims",O. Anunoby,M. McBride,10.100000000000009,22.400000000000006,-12.299999999999999,84
K. Durant - B. Beal - J. Nurkić - T. Jones - D. Booker,PHX,12,119,103.9,120.9,-17.1,K. Durant - J. Nurkić - T. Jones - D. Booker - R. O'Neale,PHX,11,74,122.3,91.8,30.5,"K. Durant, J. Nurkić, T. Jones, D. Booker",B. Beal,R. O'Neale,18.39999999999999,-29.10000000000001,47.6,45
K. Durant - B. Beal - J. Nurkić - T. Jones - D. Booker,PHX,12,119,103.9,120.9,-17.1,K. Durant - B. Beal - J. Nurkić - T. Jones - R. O'Neale,PHX,7,45,109.8,130.8,-21.0,"K. Durant, B. Beal, J. Nurkić, T. Jones",D. Booker,R. O'Neale,5.8999999999999915,9.900000000000006,-3.8999999999999986,74
K. Durant - B. Beal - J. Nurkić - T. Jones - D. Booker,PHX,12,119,103.9,120.9,-17.1,K. Durant - B. Beal - J. Nurkić - T. Jones - R. Dunn,PHX,4,28,117.9,100.0,17.9,"K. Durant, B. Beal, J. Nurkić, T. Jones",D. Booker,R. Dunn,14.0,-20.900000000000006,35.0,91
K. Durant - B. Beal - J. Nurkić - T. Jones - D. Booker,PHX,12,119,103.9,120.9,-17.1,K. Durant - J. Nurkić - T. Jones - D. Booker - R. Dunn,PHX,3,26,134.5,120.0,14.5,"K. Durant, J. Nurkić, T. Jones, D. Booker",B. Beal,R. Dunn,30.599999999999994,-0.9000000000000057,31.6,93
K. Irving - K. Thompson - P. Washington - L. Dončić - D. Lively II,DAL,14,119,127.9,104.4,23.5,K. Irving - K. Thompson - P. Washington - L. Dončić - D. Gafford,DAL,13,89,110.6,119.4,-8.8,"L. Dončić, K. Irving, P. Washington, K. Thompson",D. Lively II,D. Gafford,-17.30000000000001,15.0,-32.3,30
K. Irving - K. Thompson - P. Washington - L. Dončić - D. Lively II,DAL,14,119,127.9,104.4,23.5,K. Irving - K. Thompson - P. Washington - Q. Grimes - D. Lively II,DAL,4,32,135.3,97.0,38.3,"K. Irving, P. Washington, D. Lively II, K. Thompson",L. Dončić,Q. Grimes,7.400000000000006,-7.400000000000006,14.799999999999997,87
T. Rozier - B. Adebayo - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,14,118,96.0,116.0,-20.0,K. Love - T. Rozier - B. Adebayo - H. Highsmith - T. Herro,MIA,5,58,97.5,100.8,-3.3,"B. Adebayo, T. Rozier, H. Highsmith, T. Herro",J. Jaquez Jr.,K. Love,1.5,-15.200000000000003,16.7,60
T. Rozier - B. Adebayo - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,14,118,96.0,116.0,-20.0,B. Adebayo - D. Robinson - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,7,53,98.0,118.0,-20.0,"B. Adebayo, H. Highsmith, J. Jaquez Jr., T. Herro",T. Rozier,D. Robinson,2.0,2.0,0.0,65
T. Rozier - B. Adebayo - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,14,118,96.0,116.0,-20.0,T. Rozier - B. Adebayo - H. Highsmith - T. Herro - N. Jović,MIA,11,48,99.0,97.0,2.0,"B. Adebayo, T. Rozier, H. Highsmith, T. Herro",J. Jaquez Jr.,N. Jović,3.0,-19.0,22.0,70
T. Rozier - B. Adebayo - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,14,118,96.0,116.0,-20.0,J. Butler - T. Rozier - B. Adebayo - H. Highsmith - T. Herro,MIA,8,42,121.6,105.7,15.8,"B. Adebayo, T. Rozier, H. Highsmith, T. Herro",J. Jaquez Jr.,J. Butler,25.599999999999994,-10.299999999999997,35.8,76
T. Rozier - B. Adebayo - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,14,118,96.0,116.0,-20.0,T. Rozier - B. Adebayo - T. Herro - N. Jović - J. Jaquez Jr.,MIA,12,37,116.7,100.0,16.7,"B. Adebayo, T. Rozier, J. Jaquez Jr., T. Herro",H. Highsmith,N. Jović,20.700000000000003,-16.0,36.7,81
T. Rozier - B. Adebayo - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,14,118,96.0,116.0,-20.0,T. Rozier - B. Adebayo - D. Robinson - H. Highsmith - T. Herro,MIA,10,35,126.0,111.8,14.3,"B. Adebayo, T. Rozier, H. Highsmith, T. Herro",J. Jaquez Jr.,D. Robinson,30.0,-4.200000000000003,34.3,83
J. Harden - K. Leonard - N. Powell - I. Zubac - D. Jones Jr.,LAC,9,116,133.3,94.8,38.5,J. Harden - N. Powell - I. Zubac - D. Jones Jr. - A. Coffey,LAC,19,85,112.2,106.5,5.7,"D. Jones Jr., J. Harden, N. Powell, I. Zubac",K. Leonard,A. Coffey,-21.10000000000001,11.700000000000003,-32.8,31
J. Harden - K. Leonard - N. Powell - I. Zubac - D. Jones Jr.,LAC,9,116,133.3,94.8,38.5,J. Harden - K. Leonard - N. Powell - K. Dunn - I. Zubac,LAC,3,43,95.7,117.0,-21.3,"N. Powell, J. Harden, K. Leonard, I. Zubac",D. Jones Jr.,K. Dunn,-37.60000000000001,22.200000000000003,-59.8,73
R. Gobert - J. Randle - N. Alexander-Walker - A. Edwards - J. McDaniels,MIN,29,115,110.2,96.7,13.5,J. Randle - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,25,65,102.2,110.2,-8.0,"J. Randle, J. McDaniels, A. Edwards, N. Alexander-Walker",R. Gobert,N. Reid,-8.0,13.5,-21.5,50
R. Gobert - J. Randle - N. Alexander-Walker - A. Edwards - J. McDaniels,MIN,29,115,110.2,96.7,13.5,R. Gobert - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,19,49,104.8,113.0,-8.2,"R. Gobert, J. McDaniels, A. Edwards, N. Alexander-Walker",J. Randle,N. Reid,-5.400000000000006,16.299999999999997,-21.7,66
R. Gobert - J. Randle - N. Alexander-Walker - A. Edwards - J. McDaniels,MIN,29,115,110.2,96.7,13.5,M. Conley - R. Gobert - J. Randle - N. Alexander-Walker - A. Edwards,MIN,12,29,106.5,66.1,40.3,"J. Randle, N. Alexander-Walker, R. Gobert, A. Edwards",J. McDaniels,M. Conley,-3.700000000000003,-30.60000000000001,26.799999999999997,86
R. Westbrook - A. Gordon - N. Jokić - M. Porter Jr. - C. Braun,DEN,18,115,129.4,104.8,24.6,R. Westbrook - N. Jokić - M. Porter Jr. - C. Braun - P. Watson,DEN,24,104,118.3,112.1,6.1,"N. Jokić, M. Porter Jr., C. Braun, R. Westbrook",A. Gordon,P. Watson,-11.100000000000009,7.299999999999997,-18.5,11
R. Westbrook - A. Gordon - N. Jokić - M. Porter Jr. - C. Braun,DEN,18,115,129.4,104.8,24.6,R. Westbrook - A. Gordon - N. Jokić - J. Murray - M. Porter Jr.,DEN,13,82,130.6,112.5,18.1,"A. Gordon, M. Porter Jr., N. Jokić, R. Westbrook",C. Braun,J. Murray,1.1999999999999886,7.700000000000003,-6.5,33
R. Westbrook - A. Gordon - N. Jokić - M. Porter Jr. - C. Braun,DEN,18,115,129.4,104.8,24.6,R. Westbrook - N. Jokić - M. Porter Jr. - J. Strawther - C. Braun,DEN,15,56,137.6,92.7,44.9,"N. Jokić, M. Porter Jr., C. Braun, R. Westbrook",A. Gordon,J. Strawther,8.199999999999989,-12.099999999999994,20.299999999999997,59
B. Lopez - D. Lillard - B. Portis - G. Trent Jr. - A. Green,MIL,13,111,122.1,101.7,20.4,B. Lopez - D. Lillard - B. Portis - T. Prince - G. Trent Jr.,MIL,15,67,110.6,114.1,-3.5,"G. Trent Jr., B. Portis, B. Lopez, D. Lillard",A. Green,T. Prince,-11.5,12.399999999999991,-23.9,44
B. Lopez - D. Lillard - B. Portis - G. Trent Jr. - A. Green,MIL,13,111,122.1,101.7,20.4,B. Lopez - D. Lillard - K. Middleton - B. Portis - G. Trent Jr.,MIL,7,36,109.0,127.3,-18.3,"G. Trent Jr., B. Portis, B. Lopez, D. Lillard",A. Green,K. Middleton,-13.099999999999994,25.599999999999994,-38.7,75
J. Jackson Jr. - J. Morant - D. Bane - Z. Edey - J. Wells,MEM,12,111,134.1,96.8,37.3,J. Jackson Jr. - J. Morant - B. Clarke - D. Bane - J. Wells,MEM,16,105,120.1,111.6,8.5,"D. Bane, J. Morant, J. Wells, J. Jackson Jr.",Z. Edey,B. Clarke,-14.0,14.799999999999997,-28.799999999999997,6
J. Jackson Jr. - J. Morant - D. Bane - Z. Edey - J. Wells,MEM,12,111,134.1,96.8,37.3,J. Jackson Jr. - D. Bane - S. Pippen Jr. - Z. Edey - J. Wells,MEM,7,35,108.9,114.1,-5.2,"D. Bane, J. Jackson Jr., Z. Edey, J. Wells",J. Morant,S. Pippen Jr.,-25.19999999999999,17.299999999999997,-42.5,76
J. Jackson Jr. - J. Morant - D. Bane - Z. Edey - J. Wells,MEM,12,111,134.1,96.8,37.3,J. Jackson Jr. - J. Morant - S. Aldama - Z. Edey - J. Wells,MEM,4,34,118.9,93.3,25.6,"J. Jackson Jr., Z. Edey, J. Morant, J. Wells",D. Bane,S. Aldama,-15.199999999999989,-3.5,-11.699999999999996,77
J. Jackson Jr. - J. Morant - D. Bane - Z. Edey - J. Wells,MEM,12,111,134.1,96.8,37.3,L. Kennard - J. Jackson Jr. - D. Bane - Z. Edey - J. Wells,MEM,6,30,147.6,114.1,33.6,"D. Bane, J. Jackson Jr., Z. Edey, J. Wells",J. Morant,L. Kennard,13.5,17.299999999999997,-3.6999999999999957,81
D. Schröder - D. Finney-Smith - N. Claxton - C. Johnson - C. Thomas,BKN,9,106,116.2,104.2,12.0,D. Schröder - B. Simmons - D. Finney-Smith - C. Johnson - C. Thomas,BKN,9,95,109.3,112.7,-3.4,"C. Johnson, C. Thomas, D. Schröder, D. Finney-Smith",N. Claxton,B. Simmons,-6.900000000000006,8.5,-15.4,11
