Lineup 1,Team 1,GP 1,MIN 1,OFFRTG 1,DEFRTG 1,NETRTG 1,Lineup 2,Team 2,GP 2,MIN 2,OFFRTG 2,DEFRTG 2,NETRTG 2,Common Players,Player Removed,Player Added,OFFRTG Difference,DEFRTG Difference,NETRTG Difference,Substituted Minutes
T. Rozier - B. Adebayo - H. Highsmith - T. Herro - N. Jović,MIA,11,48,99.0,97.0,2.0,T. Rozier - B. Adebayo - T. Herro - N. Jović - J. Jaquez Jr.,MIA,12,37,116.7,100.0,16.7,"B. Adebayo, T. Rozier, T. Herro, N. Jović",H. Highsmith,J. Jaquez Jr.,17.700000000000003,3.0,14.7,11
T. Rozier - B. Adebayo - H. Highsmith - T. Herro - N. Jović,MIA,11,48,99.0,97.0,2.0,T. Rozier - B. Adebayo - D. Robinson - H. Highsmith - T. Herro,MIA,10,35,126.0,111.8,14.3,"B. Adebayo, T. Rozier, H. Highsmith, T. Herro",N. Jović,D. Robinson,27.0,14.799999999999997,12.3,13
T. Rozier - T. Herro - N. Jović - J. Jaquez Jr. - K. Ware,MIA,6,48,111.9,135.9,-24.0,T. Rozier - B. Adebayo - T. Herro - N. Jović - J. Jaquez Jr.,MIA,12,37,116.7,100.0,16.7,"T. Rozier, J. Jaquez Jr., T. Herro, N. Jović",K. Ware,B. Adebayo,4.799999999999997,-35.900000000000006,40.7,11
T. Rozier - T. Herro - N. Jović - J. Jaquez Jr. - K. Ware,MIA,6,48,111.9,135.9,-24.0,A. Burks - T. Herro - N. Jović - J. Jaquez Jr. - K. Ware,MIA,5,29,122.0,109.7,12.4,"K. Ware, J. Jaquez Jr., T. Herro, N. Jović",T. Rozier,A. Burks,10.099999999999994,-26.200000000000003,36.4,19
K. Lowry - A. Drummond - K. Oubre Jr. - C. Martin - T. Maxey,PHI,7,47,90.5,106.1,-15.6,E. Gordon - A. Drummond - K. Oubre Jr. - C. Martin - T. Maxey,PHI,6,34,97.2,116.9,-19.7,"C. Martin, A. Drummond, K. Oubre Jr., T. Maxey",K. Lowry,E. Gordon,6.700000000000003,10.800000000000011,-4.1,13
K. Lowry - A. Drummond - K. Oubre Jr. - C. Martin - T. Maxey,PHI,7,47,90.5,106.1,-15.6,K. Lowry - P. George - A. Drummond - K. Oubre Jr. - C. Martin,PHI,4,31,83.1,101.5,-18.5,"C. Martin, A. Drummond, K. Lowry, K. Oubre Jr.",T. Maxey,P. George,-7.400000000000006,-4.599999999999994,-2.9000000000000004,16
K. Lowry - A. Drummond - K. Oubre Jr. - C. Martin - T. Maxey,PHI,7,47,90.5,106.1,-15.6,K. Lowry - K. Oubre Jr. - G. Yabusele - C. Martin - T. Maxey,PHI,6,28,115.5,103.3,12.2,"C. Martin, K. Lowry, K. Oubre Jr., T. Maxey",A. Drummond,G. Yabusele,25.0,-2.799999999999997,27.799999999999997,19
A. Horford - J. Holiday - J. Tatum - D. White - N. Queta,BOS,5,46,131.5,104.3,27.2,J. Holiday - J. Brown - J. Tatum - D. White - N. Queta,BOS,6,27,105.1,103.3,1.8,"J. Holiday, D. White, J. Tatum, N. Queta",A. Horford,J. Brown,-26.400000000000006,-1.0,-25.4,19
A. Horford - J. Holiday - J. Tatum - D. White - N. Queta,BOS,5,46,131.5,104.3,27.2,A. Horford - J. Brown - J. Tatum - D. White - N. Queta,BOS,4,26,115.7,126.9,-11.2,"D. White, J. Tatum, N. Queta, A. Horford",J. Holiday,J. Brown,-15.799999999999997,22.60000000000001,-38.4,20
L. James - A. Davis - C. Reddish - A. Reaves - D. Knecht,LAL,6,46,112.5,123.0,-10.5,L. James - A. Davis - A. Reaves - M. Christie - D. Knecht,LAL,13,43,103.5,125.0,-21.5,"A. Reaves, A. Davis, L. James, D. Knecht",C. Reddish,M. Christie,-9.0,2.0,-11.0,3
L. James - A. Davis - C. Reddish - A. Reaves - D. Knecht,LAL,6,46,112.5,123.0,-10.5,L. James - A. Davis - R. Hachimura - A. Reaves - D. Knecht,LAL,8,37,101.3,127.3,-26.0,"A. Reaves, A. Davis, L. James, D. Knecht",C. Reddish,R. Hachimura,-11.200000000000003,4.299999999999997,-15.5,9
L. James - A. Davis - C. Reddish - A. Reaves - D. Knecht,LAL,6,46,112.5,123.0,-10.5,L. James - A. Davis - D. Russell - A. Reaves - D. Knecht,LAL,9,29,122.7,124.1,-1.4,"A. Reaves, A. Davis, L. James, D. Knecht",C. Reddish,D. Russell,10.200000000000003,1.0999999999999943,9.1,17
B. Lopez - D. Lillard - K. Middleton - G. Antetokounmpo - A. Jackson Jr.,MIL,10,45,105.1,109.5,-4.4,B. Lopez - D. Lillard - K. Middleton - G. Antetokounmpo - G. Trent Jr.,MIL,7,28,112.1,89.1,23.1,"B. Lopez, G. Antetokounmpo, D. Lillard, K. Middleton",A. Jackson Jr.,G. Trent Jr.,7.0,-20.400000000000006,27.5,17
G. Harris - J. Isaac - M. Wagner - J. Suggs - A. Black,ORL,10,45,81.3,83.5,-2.3,J. Isaac - M. Wagner - J. Suggs - A. Black - J. Howard,ORL,4,26,86.8,103.6,-16.8,"J. Isaac, M. Wagner, J. Suggs, A. Black",G. Harris,J. Howard,5.5,20.099999999999994,-14.5,19
J. Grant - S. Henderson - S. Sharpe - T. Camara - D. Clingan,POR,7,45,98.9,114.9,-16.0,J. Grant - A. Simons - S. Sharpe - T. Camara - D. Clingan,POR,5,34,87.3,86.3,1.0,"S. Sharpe, T. Camara, D. Clingan, J. Grant",S. Henderson,A. Simons,-11.600000000000009,-28.60000000000001,17.0,11
K. Durant - B. Beal - J. Nurkić - T. Jones - R. O'Neale,PHX,7,45,109.8,130.8,-21.0,K. Durant - B. Beal - J. Nurkić - T. Jones - R. Dunn,PHX,4,28,117.9,100.0,17.9,"K. Durant, B. Beal, J. Nurkić, T. Jones",R. O'Neale,R. Dunn,8.100000000000009,-30.80000000000001,38.9,17
S. Gilgeous-Alexander - L. Dort - I. Joe - C. Holmgren - J. Williams,OKC,5,45,122.7,117.7,5.0,S. Gilgeous-Alexander - L. Dort - I. Joe - A. Wiggins - J. Williams,OKC,8,43,127.7,129.2,-1.5,"S. Gilgeous-Alexander, L. Dort, I. Joe, J. Williams",C. Holmgren,A. Wiggins,5.0,11.499999999999986,-6.5,2
S. Gilgeous-Alexander - L. Dort - I. Joe - C. Holmgren - J. Williams,OKC,5,45,122.7,117.7,5.0,S. Gilgeous-Alexander - L. Dort - A. Wiggins - C. Holmgren - J. Williams,OKC,5,28,106.3,103.2,3.2,"C. Holmgren, S. Gilgeous-Alexander, L. Dort, J. Williams",I. Joe,A. Wiggins,-16.400000000000006,-14.5,-1.7999999999999998,17
B. Ingram - J. Green - B. Boston Jr. - T. Murphy III - Y. Missi,NOP,4,44,85.7,110.8,-25.0,B. Ingram - J. Green - J. Robinson-Earl - B. Boston Jr. - Y. Missi,NOP,5,28,122.4,98.2,24.2,"Y. Missi, B. Ingram, B. Boston Jr., J. Green",T. Murphy III,J. Robinson-Earl,36.7,-12.599999999999994,49.2,16
J. Grant - D. Ayton - D. Avdija - S. Henderson - T. Camara,POR,10,44,97.9,103.2,-5.4,J. Grant - A. Simons - D. Ayton - D. Avdija - S. Henderson,POR,9,35,108.3,111.1,-2.8,"D. Avdija, D. Ayton, S. Henderson, J. Grant",T. Camara,A. Simons,10.399999999999991,7.8999999999999915,2.6000000000000005,9
J. Tatum - D. White - N. Queta - P. Pritchard - S. Hauser,BOS,11,44,128.6,95.6,33.0,J. Brown - D. White - N. Queta - P. Pritchard - S. Hauser,BOS,10,41,139.7,145.5,-5.7,"S. Hauser, D. White, P. Pritchard, N. Queta",J. Tatum,J. Brown,11.099999999999994,49.900000000000006,-38.7,3
J. Tatum - D. White - N. Queta - P. Pritchard - S. Hauser,BOS,11,44,128.6,95.6,33.0,J. Holiday - J. Tatum - N. Queta - P. Pritchard - S. Hauser,BOS,9,34,95.7,120.3,-24.6,"S. Hauser, J. Tatum, P. Pritchard, N. Queta",D. White,J. Holiday,-32.89999999999999,24.700000000000003,-57.6,10
K. Thompson - S. Dinwiddie - P. Washington - N. Marshall - D. Lively II,DAL,5,44,102.1,102.2,-0.1,K. Thompson - S. Dinwiddie - P. Washington - Q. Grimes - D. Lively II,DAL,7,27,101.7,126.3,-24.6,"P. Washington, D. Lively II, S. Dinwiddie, K. Thompson",N. Marshall,Q. Grimes,-0.3999999999999915,24.099999999999994,-24.5,17
N. Claxton - Z. Williams - K. Johnson - T. Martin - N. Clowney,BKN,6,44,79.8,124.5,-44.7,B. Simmons - N. Claxton - Z. Williams - K. Johnson - N. Clowney,BKN,3,30,123.8,117.2,6.6,"N. Clowney, Z. Williams, N. Claxton, K. Johnson",T. Martin,B. Simmons,44.0,-7.299999999999997,51.300000000000004,14
S. Gilgeous-Alexander - L. Dort - A. Wiggins - J. Williams - C. Wallace,OKC,14,44,122.8,117.5,5.3,S. Gilgeous-Alexander - L. Dort - I. Joe - A. Wiggins - J. Williams,OKC,8,43,127.7,129.2,-1.5,"S. Gilgeous-Alexander, A. Wiggins, L. Dort, J. Williams",C. Wallace,I. Joe,4.900000000000006,11.699999999999989,-6.8,1
S. Gilgeous-Alexander - L. Dort - A. Wiggins - J. Williams - C. Wallace,OKC,14,44,122.8,117.5,5.3,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - A. Wiggins - J. Williams,OKC,6,34,131.5,95.9,35.6,"S. Gilgeous-Alexander, A. Wiggins, L. Dort, J. Williams",C. Wallace,I. Hartenstein,8.700000000000003,-21.599999999999994,30.3,10
S. Gilgeous-Alexander - L. Dort - A. Wiggins - J. Williams - C. Wallace,OKC,14,44,122.8,117.5,5.3,S. Gilgeous-Alexander - L. Dort - J. Williams - J. Williams - C. Wallace,OKC,7,31,100.0,110.6,-10.6,"C. Wallace, L. Dort, S. Gilgeous-Alexander, J. Williams",A. Wiggins,,-22.799999999999997,-6.900000000000006,-15.899999999999999,13
S. Gilgeous-Alexander - L. Dort - A. Wiggins - J. Williams - C. Wallace,OKC,14,44,122.8,117.5,5.3,S. Gilgeous-Alexander - L. Dort - A. Wiggins - C. Holmgren - J. Williams,OKC,5,28,106.3,103.2,3.2,"S. Gilgeous-Alexander, A. Wiggins, L. Dort, J. Williams",C. Wallace,C. Holmgren,-16.5,-14.299999999999997,-2.0999999999999996,16
T. McConnell - P. Siakam - O. Toppin - J. Walker - J. Furphy,IND,8,44,103.0,111.0,-8.0,T. McConnell - P. Siakam - O. Toppin - B. Mathurin - J. Walker,IND,9,32,104.8,104.4,0.4,"T. McConnell, J. Walker, O. Toppin, P. Siakam",J. Furphy,B. Mathurin,1.7999999999999972,-6.599999999999994,8.4,12
T. McConnell - P. Siakam - O. Toppin - J. Walker - J. Furphy,IND,8,44,103.0,111.0,-8.0,T. McConnell - P. Siakam - O. Toppin - T. Haliburton - J. Walker,IND,9,26,121.9,104.8,17.0,"T. McConnell, J. Walker, O. Toppin, P. Siakam",J. Furphy,T. Haliburton,18.900000000000006,-6.200000000000003,25.0,18
J. Harden - K. Leonard - N. Powell - K. Dunn - I. Zubac,LAC,3,43,95.7,117.0,-21.3,N. Batum - J. Harden - N. Powell - K. Dunn - I. Zubac,LAC,8,30,111.6,84.6,27.0,"N. Powell, J. Harden, K. Dunn, I. Zubac",K. Leonard,N. Batum,15.899999999999991,-32.400000000000006,48.3,13
J. Valančiūnas - J. Poole - J. Champagnie - B. Coulibaly - B. Carrington,WAS,4,43,102.1,126.5,-24.5,J. Valančiūnas - J. Poole - C. Kispert - B. Coulibaly - B. Carrington,WAS,15,33,85.7,126.8,-41.0,"B. Coulibaly, B. Carrington, J. Poole, J. Valančiūnas",J. Champagnie,C. Kispert,-16.39999999999999,0.29999999999999716,-16.5,10
L. James - A. Davis - A. Reaves - M. Christie - D. Knecht,LAL,13,43,103.5,125.0,-21.5,L. James - A. Davis - R. Hachimura - A. Reaves - D. Knecht,LAL,8,37,101.3,127.3,-26.0,"A. Reaves, A. Davis, L. James, D. Knecht",M. Christie,R. Hachimura,-2.200000000000003,2.299999999999997,-4.5,6
L. James - A. Davis - A. Reaves - M. Christie - D. Knecht,LAL,13,43,103.5,125.0,-21.5,A. Davis - R. Hachimura - A. Reaves - M. Christie - D. Knecht,LAL,9,34,145.6,126.5,19.1,"A. Reaves, A. Davis, D. Knecht, M. Christie",L. James,R. Hachimura,42.099999999999994,1.5,40.6,9
L. James - A. Davis - A. Reaves - M. Christie - D. Knecht,LAL,13,43,103.5,125.0,-21.5,L. James - A. Davis - D. Russell - A. Reaves - D. Knecht,LAL,9,29,122.7,124.1,-1.4,"A. Reaves, A. Davis, L. James, D. Knecht",M. Christie,D. Russell,19.200000000000003,-0.9000000000000057,20.1,14
N. Batum - J. Harden - M. Bamba - A. Coffey - K. Porter Jr.,LAC,13,43,92.8,120.0,-27.2,N. Batum - J. Harden - A. Coffey - T. Mann - K. Porter Jr.,LAC,8,28,90.5,118.5,-28.0,"K. Porter Jr., J. Harden, N. Batum, A. Coffey",M. Bamba,T. Mann,-2.299999999999997,-1.5,-0.8000000000000007,15
R. Westbrook - N. Jokić - J. Strawther - C. Braun - P. Watson,DEN,21,43,99.0,94.1,5.0,N. Jokić - J. Murray - J. Strawther - C. Braun - P. Watson,DEN,15,39,118.9,132.2,-13.3,"P. Watson, N. Jokić, J. Strawther, C. Braun",R. Westbrook,J. Murray,19.900000000000006,38.099999999999994,-18.3,4
R. Westbrook - N. Jokić - J. Strawther - C. Braun - P. Watson,DEN,21,43,99.0,94.1,5.0,R. Westbrook - N. Jokić - J. Murray - J. Strawther - P. Watson,DEN,14,35,113.8,127.4,-13.6,"P. Watson, N. Jokić, J. Strawther, R. Westbrook",C. Braun,J. Murray,14.799999999999997,33.30000000000001,-18.6,8
R. Westbrook - N. Jokić - J. Strawther - C. Braun - P. Watson,DEN,21,43,99.0,94.1,5.0,R. Westbrook - N. Jokić - M. Porter Jr. - J. Strawther - P. Watson,DEN,18,30,114.3,111.0,3.3,"P. Watson, N. Jokić, J. Strawther, R. Westbrook",C. Braun,M. Porter Jr.,15.299999999999997,16.900000000000006,-1.7000000000000002,13
R. Westbrook - N. Jokić - J. Strawther - C. Braun - P. Watson,DEN,21,43,99.0,94.1,5.0,R. Westbrook - N. Jokić - J. Murray - C. Braun - P. Watson,DEN,13,27,130.6,117.5,13.2,"P. Watson, N. Jokić, C. Braun, R. Westbrook",J. Strawther,J. Murray,31.599999999999994,23.400000000000006,8.2,16
S. Gilgeous-Alexander - L. Dort - I. Joe - A. Wiggins - J. Williams,OKC,8,43,127.7,129.2,-1.5,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - A. Wiggins - J. Williams,OKC,6,34,131.5,95.9,35.6,"S. Gilgeous-Alexander, A. Wiggins, L. Dort, J. Williams",I. Joe,I. Hartenstein,3.799999999999997,-33.29999999999998,37.1,9
S. Gilgeous-Alexander - L. Dort - I. Joe - A. Wiggins - J. Williams,OKC,8,43,127.7,129.2,-1.5,S. Gilgeous-Alexander - L. Dort - A. Wiggins - C. Holmgren - J. Williams,OKC,5,28,106.3,103.2,3.2,"S. Gilgeous-Alexander, A. Wiggins, L. Dort, J. Williams",I. Joe,C. Holmgren,-21.400000000000006,-25.999999999999986,4.7,15
A. Davis - R. Hachimura - G. Vincent - A. Reaves - M. Christie,LAL,10,42,102.3,118.9,-16.6,A. Davis - D. Russell - R. Hachimura - A. Reaves - M. Christie,LAL,11,41,106.1,105.6,0.5,"A. Reaves, A. Davis, R. Hachimura, M. Christie",G. Vincent,D. Russell,3.799999999999997,-13.300000000000011,17.1,1
A. Davis - R. Hachimura - G. Vincent - A. Reaves - M. Christie,LAL,10,42,102.3,118.9,-16.6,A. Davis - R. Hachimura - A. Reaves - M. Christie - D. Knecht,LAL,9,34,145.6,126.5,19.1,"A. Reaves, A. Davis, R. Hachimura, M. Christie",G. Vincent,D. Knecht,43.3,7.599999999999994,35.7,8
A. Davis - R. Hachimura - G. Vincent - A. Reaves - M. Christie,LAL,10,42,102.3,118.9,-16.6,A. Davis - R. Hachimura - G. Vincent - M. Christie - D. Knecht,LAL,9,30,77.8,111.9,-34.1,"A. Davis, R. Hachimura, G. Vincent, M. Christie",A. Reaves,D. Knecht,-24.5,-7.0,-17.5,12
B. Adebayo - D. Robinson - H. Highsmith - T. Herro - K. Ware,MIA,4,42,108.1,111.5,-3.4,T. Rozier - B. Adebayo - D. Robinson - H. Highsmith - T. Herro,MIA,10,35,126.0,111.8,14.3,"B. Adebayo, H. Highsmith, D. Robinson, T. Herro",K. Ware,T. Rozier,17.900000000000006,0.29999999999999716,17.7,7
D. Jordan - J. Murray - M. Porter Jr. - J. Strawther - P. Watson,DEN,9,42,117.2,110.7,6.5,R. Westbrook - D. Jordan - J. Murray - J. Strawther - P. Watson,DEN,8,40,110.1,109.3,0.8,"J. Murray, P. Watson, J. Strawther, D. Jordan",M. Porter Jr.,R. Westbrook,-7.1000000000000085,-1.4000000000000057,-5.7,2
D. Jordan - J. Murray - M. Porter Jr. - J. Strawther - P. Watson,DEN,9,42,117.2,110.7,6.5,D. Jordan - A. Gordon - J. Murray - J. Strawther - P. Watson,DEN,6,32,106.1,130.2,-24.1,"J. Murray, P. Watson, J. Strawther, D. Jordan",M. Porter Jr.,A. Gordon,-11.100000000000009,19.499999999999986,-30.6,10
D. Jordan - J. Murray - M. Porter Jr. - J. Strawther - P. Watson,DEN,9,42,117.2,110.7,6.5,D. Jordan - J. Murray - J. Strawther - C. Braun - P. Watson,DEN,9,26,111.5,121.8,-10.3,"J. Murray, P. Watson, J. Strawther, D. Jordan",M. Porter Jr.,C. Braun,-5.700000000000003,11.099999999999994,-16.8,16
J. Butler - T. Rozier - B. Adebayo - H. Highsmith - T. Herro,MIA,8,42,121.6,105.7,15.8,T. Rozier - B. Adebayo - D. Robinson - H. Highsmith - T. Herro,MIA,10,35,126.0,111.8,14.3,"B. Adebayo, T. Rozier, H. Highsmith, T. Herro",J. Butler,D. Robinson,4.400000000000006,6.099999999999994,-1.5,7
M. Turner - P. Siakam - T. Haliburton - B. Mathurin - J. Walker,IND,14,42,98.9,110.0,-11.1,T. McConnell - M. Turner - P. Siakam - T. Haliburton - B. Mathurin,IND,13,32,116.9,126.9,-10.0,"M. Turner, T. Haliburton, B. Mathurin, P. Siakam",J. Walker,T. McConnell,18.0,16.900000000000006,1.0999999999999996,10
A. Davis - D. Russell - R. Hachimura - A. Reaves - M. Christie,LAL,11,41,106.1,105.6,0.5,A. Davis - R. Hachimura - A. Reaves - M. Christie - D. Knecht,LAL,9,34,145.6,126.5,19.1,"A. Reaves, A. Davis, R. Hachimura, M. Christie",D. Russell,D. Knecht,39.5,20.900000000000006,18.6,7
J. Brown - D. White - N. Queta - P. Pritchard - S. Hauser,BOS,10,41,139.7,145.5,-5.7,J. Holiday - J. Brown - N. Queta - P. Pritchard - S. Hauser,BOS,6,26,90.9,98.1,-7.2,"S. Hauser, J. Brown, P. Pritchard, N. Queta",D. White,J. Holiday,-48.79999999999998,-47.400000000000006,-1.5,15
L. Markkanen - C. Sexton - J. Juzang - W. Kessler - K. George,UTA,6,41,114.0,115.9,-2.0,L. Markkanen - C. Sexton - W. Kessler - T. Hendricks - K. George,UTA,3,32,124.6,141.9,-17.3,"L. Markkanen, W. Kessler, C. Sexton, K. George",J. Juzang,T. Hendricks,10.599999999999994,26.0,-15.3,9
F. VanVleet - D. Brooks - A. Sengun - T. Eason - A. Thompson,HOU,14,40,125.0,72.1,52.9,F. VanVleet - D. Brooks - J. Green - A. Sengun - T. Eason,HOU,15,35,112.0,125.0,-13.0,"D. Brooks, T. Eason, F. VanVleet, A. Sengun",A. Thompson,J. Green,-13.0,52.900000000000006,-65.9,5
F. VanVleet - D. Brooks - A. Sengun - T. Eason - A. Thompson,HOU,14,40,125.0,72.1,52.9,D. Brooks - J. Green - A. Sengun - T. Eason - A. Thompson,HOU,9,28,140.0,103.1,36.9,"A. Thompson, D. Brooks, T. Eason, A. Sengun",F. VanVleet,J. Green,15.0,31.0,-16.0,12
F. VanVleet - D. Brooks - A. Sengun - T. Eason - A. Thompson,HOU,14,40,125.0,72.1,52.9,F. VanVleet - D. Brooks - J. Green - T. Eason - A. Thompson,HOU,13,27,98.4,76.8,21.5,"A. Thompson, T. Eason, F. VanVleet, D. Brooks",A. Sengun,J. Green,-26.599999999999994,4.700000000000003,-31.4,13
R. Westbrook - D. Jordan - J. Murray - J. Strawther - P. Watson,DEN,8,40,110.1,109.3,0.8,R. Westbrook - N. Jokić - J. Murray - J. Strawther - P. Watson,DEN,14,35,113.8,127.4,-13.6,"J. Murray, P. Watson, J. Strawther, R. Westbrook",D. Jordan,N. Jokić,3.700000000000003,18.10000000000001,-14.4,5
R. Westbrook - D. Jordan - J. Murray - J. Strawther - P. Watson,DEN,8,40,110.1,109.3,0.8,D. Jordan - A. Gordon - J. Murray - J. Strawther - P. Watson,DEN,6,32,106.1,130.2,-24.1,"J. Murray, P. Watson, J. Strawther, D. Jordan",R. Westbrook,A. Gordon,-4.0,20.89999999999999,-24.900000000000002,8
R. Westbrook - D. Jordan - J. Murray - J. Strawther - P. Watson,DEN,8,40,110.1,109.3,0.8,D. Jordan - J. Murray - J. Strawther - C. Braun - P. Watson,DEN,9,26,111.5,121.8,-10.3,"J. Murray, P. Watson, J. Strawther, D. Jordan",R. Westbrook,C. Braun,1.4000000000000057,12.5,-11.100000000000001,14
R. Westbrook - N. Jokić - J. Murray - M. Porter Jr. - P. Watson,DEN,11,40,129.4,85.0,44.4,R. Westbrook - N. Jokić - J. Murray - J. Strawther - P. Watson,DEN,14,35,113.8,127.4,-13.6,"J. Murray, P. Watson, N. Jokić, R. Westbrook",M. Porter Jr.,J. Strawther,-15.600000000000009,42.400000000000006,-58.0,5
R. Westbrook - N. Jokić - J. Murray - M. Porter Jr. - P. Watson,DEN,11,40,129.4,85.0,44.4,R. Westbrook - N. Jokić - M. Porter Jr. - J. Strawther - P. Watson,DEN,18,30,114.3,111.0,3.3,"P. Watson, N. Jokić, M. Porter Jr., R. Westbrook",J. Murray,J. Strawther,-15.100000000000009,26.0,-41.1,10
R. Westbrook - N. Jokić - J. Murray - M. Porter Jr. - P. Watson,DEN,11,40,129.4,85.0,44.4,R. Westbrook - N. Jokić - J. Murray - C. Braun - P. Watson,DEN,13,27,130.6,117.5,13.2,"J. Murray, P. Watson, N. Jokić, R. Westbrook",M. Porter Jr.,C. Braun,1.1999999999999886,32.5,-31.2,13
A. Gordon - N. Jokić - J. Murray - J. Strawther - P. Watson,DEN,8,39,107.0,98.9,8.1,N. Jokić - J. Murray - J. Strawther - C. Braun - P. Watson,DEN,15,39,118.9,132.2,-13.3,"J. Murray, P. Watson, N. Jokić, J. Strawther",A. Gordon,C. Braun,11.900000000000006,33.29999999999998,-21.4,0
A. Gordon - N. Jokić - J. Murray - J. Strawther - P. Watson,DEN,8,39,107.0,98.9,8.1,R. Westbrook - N. Jokić - J. Murray - J. Strawther - P. Watson,DEN,14,35,113.8,127.4,-13.6,"J. Murray, P. Watson, N. Jokić, J. Strawther",A. Gordon,R. Westbrook,6.799999999999997,28.5,-21.7,4
A. Gordon - N. Jokić - J. Murray - J. Strawther - P. Watson,DEN,8,39,107.0,98.9,8.1,D. Jordan - A. Gordon - J. Murray - J. Strawther - P. Watson,DEN,6,32,106.1,130.2,-24.1,"J. Murray, P. Watson, A. Gordon, J. Strawther",N. Jokić,D. Jordan,-0.9000000000000057,31.299999999999983,-32.2,7
A. Gordon - N. Jokić - J. Murray - J. Strawther - P. Watson,DEN,8,39,107.0,98.9,8.1,A. Gordon - N. Jokić - J. Murray - J. Strawther - C. Braun,DEN,6,27,119.0,85.7,33.3,"J. Murray, A. Gordon, J. Strawther, N. Jokić",P. Watson,C. Braun,12.0,-13.200000000000003,25.199999999999996,12
C. Capela - T. Young - V. Krejčí - D. Daniels - Z. Risacher,ATL,5,39,116.0,111.0,5.1,C. Capela - T. Young - G. Mathews - D. Daniels - Z. Risacher,ATL,3,27,100.0,117.2,-17.2,"T. Young, C. Capela, D. Daniels, Z. Risacher",V. Krejčí,G. Mathews,-16.0,6.200000000000003,-22.299999999999997,12
C. White - J. Smith - A. Dosunmu - D. Terry - M. Buzelis,CHI,9,39,113.1,103.6,9.5,C. White - J. Smith - A. Dosunmu - D. Terry - J. Phillips,CHI,12,37,96.6,115.1,-18.5,"A. Dosunmu, J. Smith, C. White, D. Terry",M. Buzelis,J. Phillips,-16.5,11.5,-28.0,2
D. Mitchell - J. Allen - M. Strus - D. Garland - D. Wade,CLE,5,39,137.3,120.7,16.6,C. LeVert - J. Allen - M. Strus - D. Garland - D. Wade,CLE,10,33,115.2,98.6,16.5,"D. Garland, J. Allen, M. Strus, D. Wade",D. Mitchell,C. LeVert,-22.10000000000001,-22.10000000000001,-0.10000000000000142,6
D. Mitchell - J. Allen - M. Strus - D. Garland - D. Wade,CLE,5,39,137.3,120.7,16.6,C. LeVert - D. Mitchell - J. Allen - D. Garland - D. Wade,CLE,8,26,119.0,113.8,5.2,"D. Mitchell, J. Allen, D. Garland, D. Wade",M. Strus,C. LeVert,-18.30000000000001,-6.900000000000006,-11.400000000000002,13
N. Jokić - J. Murray - J. Strawther - C. Braun - P. Watson,DEN,15,39,118.9,132.2,-13.3,R. Westbrook - N. Jokić - J. Murray - J. Strawther - P. Watson,DEN,14,35,113.8,127.4,-13.6,"J. Murray, P. Watson, N. Jokić, J. Strawther",C. Braun,R. Westbrook,-5.1000000000000085,-4.799999999999983,-0.29999999999999893,4
N. Jokić - J. Murray - J. Strawther - C. Braun - P. Watson,DEN,15,39,118.9,132.2,-13.3,A. Gordon - N. Jokić - J. Murray - J. Strawther - C. Braun,DEN,6,27,119.0,85.7,33.3,"J. Murray, N. Jokić, J. Strawther, C. Braun",P. Watson,A. Gordon,0.09999999999999432,-46.499999999999986,46.599999999999994,12
N. Jokić - J. Murray - J. Strawther - C. Braun - P. Watson,DEN,15,39,118.9,132.2,-13.3,R. Westbrook - N. Jokić - J. Murray - C. Braun - P. Watson,DEN,13,27,130.6,117.5,13.2,"J. Murray, P. Watson, N. Jokić, C. Braun",J. Strawther,R. Westbrook,11.699999999999989,-14.699999999999989,26.5,12
N. Jokić - J. Murray - J. Strawther - C. Braun - P. Watson,DEN,15,39,118.9,132.2,-13.3,D. Jordan - J. Murray - J. Strawther - C. Braun - P. Watson,DEN,9,26,111.5,121.8,-10.3,"J. Murray, P. Watson, J. Strawther, C. Braun",N. Jokić,D. Jordan,-7.400000000000006,-10.399999999999991,3.0,13
D. Šarić - J. Murray - M. Porter Jr. - C. Braun - P. Watson,DEN,3,38,89.0,77.5,11.5,R. Westbrook - D. Šarić - J. Murray - M. Porter Jr. - C. Braun,DEN,5,27,124.1,131.6,-7.5,"J. Murray, D. Šarić, M. Porter Jr., C. Braun",P. Watson,R. Westbrook,35.099999999999994,54.099999999999994,-19.0,11
M. Plumlee - T. Jones - D. Booker - R. O'Neale - G. Allen,PHX,14,38,106.0,116.9,-10.9,M. Plumlee - T. Jones - D. Booker - G. Allen - R. Dunn,PHX,11,31,110.0,108.8,1.2,"G. Allen, M. Plumlee, D. Booker, T. Jones",R. O'Neale,R. Dunn,4.0,-8.100000000000009,12.1,7
K. Towns - O. Anunoby - J. Hart - M. Bridges - M. McBride,NYK,13,37,117.1,112.7,4.4,K. Towns - C. Payne - O. Anunoby - J. Hart - M. McBride,NYK,12,36,109.0,98.8,10.2,"K. Towns, J. Hart, M. McBride, O. Anunoby",M. Bridges,C. Payne,-8.099999999999994,-13.900000000000006,5.799999999999999,1
